Variable Name,Variable Description Old,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Variable Description New,Full Name,Year,Demo File Name
LBXVEA,Blood Ethyl Acetate (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Ethyl Acetate (ng/mL),LBXVEA: Blood Ethyl Acetate (ng/mL),2013-2014,DEMO_H
LBXVEB,Blood Ethylbenzene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Ethylbenzene (ng/mL),LBXVEB: Blood Ethylbenzene (ng/mL),2013-2014,DEMO_H
LBXVEC,Blood Chloroethane (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Chloroethane (ng/mL),LBXVEC: Blood Chloroethane (ng/mL),2013-2014,DEMO_H
LBXVFN,Blood Furan (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Furan (ng/mL),LBXVFN: Blood Furan (ng/mL),2013-2014,DEMO_H
LBXVIPB,Blood Isopropylbenzene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Isopropylbenzene (ng/mL),LBXVIPB: Blood Isopropylbenzene (ng/mL),2013-2014,DEMO_H
LBXVMC,Blood Methylene Chloride (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Methylene Chloride (ng/mL),LBXVMC: Blood Methylene Chloride (ng/mL),2013-2014,DEMO_H
LBXVMCP,Blood Methylcyclopentane (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Methylcyclopentane (ng/mL),LBXVMCP: Blood Methylcyclopentane (ng/mL),2013-2014,DEMO_H
LBXVME,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),LBXVME: Blood Methyl-tert-butyl ether (MTBE) (ng/mL),2013-2014,DEMO_H
LBXVNB,Blood Nitrobenzene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Nitrobenzene (ng/mL),LBXVNB: Blood Nitrobenzene (ng/mL),2013-2014,DEMO_H
LBXVOX,Blood o-Xylene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood o-Xylene (ng/mL),LBXVOX: Blood o-Xylene (ng/mL),2013-2014,DEMO_H
LBXVTC,Blood Trichloroethene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Trichloroethene (ng/mL),LBXVTC: Blood Trichloroethene (ng/mL),2013-2014,DEMO_H
LBXVTE,"Blood 1,1,1-Trichloroethane (ng/mL)",VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,"Blood 1,1,1-Trichloroethane (ng/mL)","LBXVTE: Blood 1,1,1-Trichloroethane (ng/mL)",2013-2014,DEMO_H
LBXVTFT,Blood aaa-Trifluorotoluene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood aaa-Trifluorotoluene (ng/mL),LBXVTFT: Blood aaa-Trifluorotoluene (ng/mL),2013-2014,DEMO_H
LBXVTHF,Blood Tetrahydrofuran (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Tetrahydrofuran (ng/mL),LBXVTHF: Blood Tetrahydrofuran (ng/mL),2013-2014,DEMO_H
LBXVTO,Blood Toluene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Toluene (ng/mL),LBXVTO: Blood Toluene (ng/mL),2013-2014,DEMO_H
LBXVTO,Blood Toluene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Toluene (ng/mL),LBXVTO: Blood Toluene (ng/mL),2013-2014,DEMO_H
LBXVTP,"Blood 1,2,3-Trichloropropane (ng/mL)",VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,"Blood 1,2,3-Trichloropropane (ng/mL)","LBXVTP: Blood 1,2,3-Trichloropropane (ng/mL)",2013-2014,DEMO_H
LBXVVB,Blood Vinyl Bromide (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood Vinyl Bromide (ng/mL),LBXVVB: Blood Vinyl Bromide (ng/mL),2013-2014,DEMO_H
LBXVXY,Blood m-/p-Xylene (ng/mL),VOCWB_H,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,2013,2014,Laboratory,None,Blood m-/p-Xylene (ng/mL),LBXVXY: Blood m-/p-Xylene (ng/mL),2013-2014,DEMO_H
LBXNM,Blood Nitromethane (pg/mL),VOCMWB_F,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,2009,2010,Laboratory,None,Blood Nitromethane (pg/mL),LBXNM: Blood Nitromethane (pg/mL),2009-2010,DEMO_F
LBXVBF,Blood Bromoform (pg/mL),VOCMWB_F,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,2009,2010,Laboratory,None,Blood Bromoform (ng/mL),LBXVBF: Blood Bromoform (ng/mL),2009-2010,DEMO_F
LBXVBM,Blood Bromodichloromethane (pg/mL),VOCMWB_F,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,2009,2010,Laboratory,None,Blood Bromodichloromethane (ng/mL),LBXVBM: Blood Bromodichloromethane (ng/mL),2009-2010,DEMO_F
LBXVCF,Blood Chloroform (pg/mL),VOCMWB_F,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,2009,2010,Laboratory,None,Blood Chloroform (ng/mL),LBXVCF: Blood Chloroform (ng/mL),2009-2010,DEMO_F
LBXVCM,Blood Dibromochloromethane (pg/mL),VOCMWB_F,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,2009,2010,Laboratory,None,Blood Dibromochloromethane (ng/mL),LBXVCM: Blood Dibromochloromethane (ng/mL),2009-2010,DEMO_F
LBXVME,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),VOCMWB_F,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,2009,2010,Laboratory,None,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),LBXVME: Blood Methyl-tert-butyl ether (MTBE) (ng/mL),2009-2010,DEMO_F
URXP01,1-Hydroxynaphthalene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,1-Hydroxynaphthalene (ng/L),URXP01: 1-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP01,1-Hydroxynaphthalene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,1-Hydroxynaphthalene (ng/L),URXP01: 1-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP02,2-Hydroxynaphthalene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,2-Hydroxynaphthalene (ng/L),URXP02: 2-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP02,2-Hydroxynaphthalene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,2-Hydroxynaphthalene (ng/L),URXP02: 2-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP03,3-Hydroxyfluorene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,3-Hydroxyfluorene (ng/L),URXP03: 3-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
URXP03,3-Hydroxyfluorene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,3-Hydroxyfluorene (ng/L),URXP03: 3-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
URXP04,2-Hydroxyfluorene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,2-Hydroxyfluorene (ng/L),URXP04: 2-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
URXP04,2-Hydroxyfluorene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,2-Hydroxyfluorene (ng/L),URXP04: 2-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
URXP06,1-Hydroxyphenanthrene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,1-Hydroxyphenanthrene (ng/L),URXP06: 1-Hydroxyphenanthrene (ng/L),2013-2014,DEMO_H
URXP06,1-Hydroxyphenanthrene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,1-Hydroxyphenanthrene (ng/L),URXP06: 1-Hydroxyphenanthrene (ng/L),2013-2014,DEMO_H
URXP10,1-Hydroxypyrene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,1-Hydroxypyrene (ng/L),URXP10: 1-Hydroxypyrene (ng/L),2013-2014,DEMO_H
URXP10,1-Hydroxypyrene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,1-Hydroxypyrene (ng/L),URXP10: 1-Hydroxypyrene (ng/L),2013-2014,DEMO_H
URXP25,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),URXP25: 2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),2013-2014,DEMO_H
URXP25,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),URXP25: 2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),2013-2014,DEMO_H
URXUCR,Urinary Creatinine,PAH_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013,2014,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2013-2014,DEMO_H
URXDEA,3-(Ethlycarbamoyl) benzoic acid (ug/L),DEET_G,DEET and Metabolites,2011,2012,Laboratory,None,3-(Ethlycarbamoyl) benzoic acid (ng/mL),URXDEA: 3-(Ethlycarbamoyl) benzoic acid (ng/mL),2011-2012,DEMO_G
URXDEE,"N, N-Diethy-meta-toluamide (DEET) (ug/L)",DEET_G,DEET and Metabolites,2011,2012,Laboratory,None,"N, N-Diethy-meta-toluamide (DEET) (ug/L)","URXDEE: N, N-Diethy-meta-toluamide (DEET) (ug/L)",2011-2012,DEMO_G
URXDHD,"N, N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (ug/L)",DEET_G,DEET and Metabolites,2011,2012,Laboratory,None,"N, N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (ug/L)","URXDHD: N, N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (ug/L)",2011-2012,DEMO_G
URXUCR,"Creatinine, urine (mg/dL)",DEET_G,DEET and Metabolites,2011,2012,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2011-2012,DEMO_G
URXDEA,3-(Ethlycarbamoyl) benzoic acid (ug/L),DEET_H,DEET and Metabolites,2013,2014,Laboratory,None,3-(Ethlycarbamoyl) benzoic acid (ng/mL),URXDEA: 3-(Ethlycarbamoyl) benzoic acid (ng/mL),2013-2014,DEMO_H
URXDEE,"N, N-Diethy-meta-toluamide (DEET) (ug/L)",DEET_H,DEET and Metabolites,2013,2014,Laboratory,None,"N, N-Diethy-meta-toluamide (DEET) (ug/L)","URXDEE: N, N-Diethy-meta-toluamide (DEET) (ug/L)",2013-2014,DEMO_H
URXDHD,"N, N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (ug/L)",DEET_H,DEET and Metabolites,2013,2014,Laboratory,None,"N, N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (ug/L)","URXDHD: N, N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (ug/L)",2013-2014,DEMO_H
URXUCR,"Creatinine, urine (mg/dL)",DEET_H,DEET and Metabolites,2013,2014,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2013-2014,DEMO_H
URXUCR,"Creatinine, urine (mg/dL)",SSPHTE_H,Phthalates and Plasticizers Metabolites - Urine (Surplus),2013,2014,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2013-2014,DEMO_H
LBX2DF,"Blood 2,5-Dimethylfuran (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 2,5-Dimethylfuran (ng/mL)","LBX2DF: Blood 2,5-Dimethylfuran (ng/mL)",2013-2014,DEMO_H
LBX4CE,"Blood 1,1,1,2-Tetrachloroethane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,1,1,2-Tetrachloroethane (ng/mL)","LBX4CE: Blood 1,1,1,2-Tetrachloroethane (ng/mL)",2013-2014,DEMO_H
LBXV06,Blood Hexane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Hexane (ng/mL),LBXV06: Blood Hexane (ng/mL),2013-2014,DEMO_H
LBXV07N,Blood Heptane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Heptane (ng/mL),LBXV07N: Blood Heptane (ng/mL),2013-2014,DEMO_H
LBXV08N,Blood Octane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Octane (ng/mL),LBXV08N: Blood Octane (ng/mL),2013-2014,DEMO_H
LBXV1D,"Blood 1,2-Dichlorobenzene (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,2-Dichlorobenzene (ng/mL)","LBXV1D: Blood 1,2-Dichlorobenzene (ng/mL)",2013-2014,DEMO_H
LBXV2A,"Blood 1,2-Dichloroethane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,2-Dichloroethane (ng/mL)","LBXV2A: Blood 1,2-Dichloroethane (ng/mL)",2013-2014,DEMO_H
LBXV3B,"Blood 1,3-Dichlorobenzene (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,3-Dichlorobenzene (ng/mL)","LBXV3B: Blood 1,3-Dichlorobenzene (ng/mL)",2013-2014,DEMO_H
LBXV4C,Blood Tetrachloroethene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Tetrachloroethene (ng/mL),LBXV4C: Blood Tetrachloroethene (ng/mL),2013-2014,DEMO_H
LBXVBF,Blood Bromoform (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Bromoform (ng/mL),LBXVBF: Blood Bromoform (ng/mL),2013-2014,DEMO_H
LBXVBM,Blood Bromodichloromethane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Bromodichloromethane (ng/mL),LBXVBM: Blood Bromodichloromethane (ng/mL),2013-2014,DEMO_H
LBXVBZ,Blood Benzene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Benzene (ng/mL),LBXVBZ: Blood Benzene (ng/mL),2013-2014,DEMO_H
LBXVC6,Blood Cyclohexane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Cyclohexane (ng/mL),LBXVC6: Blood Cyclohexane (ng/mL),2013-2014,DEMO_H
LBXVCB,Blood Chlorobenzene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Chlorobenzene (ng/mL),LBXVCB: Blood Chlorobenzene (ng/mL),2013-2014,DEMO_H
LBXVCF,Blood Chloroform (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Chloroform (ng/mL),LBXVCF: Blood Chloroform (ng/mL),2013-2014,DEMO_H
LBXVCM,Blood Dibromochloromethane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Dibromochloromethane (ng/mL),LBXVCM: Blood Dibromochloromethane (ng/mL),2013-2014,DEMO_H
LBXVCT,Blood Carbon Tetrachloride (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Carbon Tetrachloride (ng/mL),LBXVCT: Blood Carbon Tetrachloride (ng/mL),2013-2014,DEMO_H
LBXVDB,"Blood 1,4-Dichlorobenzene (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,4-Dichlorobenzene (ng/mL)","LBXVDB: Blood 1,4-Dichlorobenzene (ng/mL)",2013-2014,DEMO_H
LBXVDE,"Blood 1,2-Dibromoethane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,2-Dibromoethane (ng/mL)","LBXVDE: Blood 1,2-Dibromoethane (ng/mL)",2013-2014,DEMO_H
LBXVDEE,Blood Diethyl Ether (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Diethyl Ether (ng/mL),LBXVDEE: Blood Diethyl Ether (ng/mL),2013-2014,DEMO_H
LBXVDX,"Blood 1,4-Dioxane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,4-Dioxane (ng/mL)","LBXVDX: Blood 1,4-Dioxane (ng/mL)",2013-2014,DEMO_H
LBXVDX,"Blood 1,4-Dioxane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,4-Dioxane (ng/mL)","LBXVDX: Blood 1,4-Dioxane (ng/mL)",2013-2014,DEMO_H
LBXVEA,Blood Ethyl Acetate (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Ethyl Acetate (ng/mL),LBXVEA: Blood Ethyl Acetate (ng/mL),2013-2014,DEMO_H
LBXVEB,Blood Ethylbenzene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Ethylbenzene (ng/mL),LBXVEB: Blood Ethylbenzene (ng/mL),2013-2014,DEMO_H
LBXVEC,Blood Chloroethane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Chloroethane (ng/mL),LBXVEC: Blood Chloroethane (ng/mL),2013-2014,DEMO_H
LBXVFN,Blood Furan (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Furan (ng/mL),LBXVFN: Blood Furan (ng/mL),2013-2014,DEMO_H
LBXVIPB,Blood Isopropylbenzene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Isopropylbenzene (ng/mL),LBXVIPB: Blood Isopropylbenzene (ng/mL),2013-2014,DEMO_H
LBXVMC,Blood Methylene Chloride (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Methylene Chloride (ng/mL),LBXVMC: Blood Methylene Chloride (ng/mL),2013-2014,DEMO_H
LBXVMCP,Blood Methylcyclopentane (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Methylcyclopentane (ng/mL),LBXVMCP: Blood Methylcyclopentane (ng/mL),2013-2014,DEMO_H
LBXVME,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),LBXVME: Blood Methyl-tert-butyl ether (MTBE) (ng/mL),2013-2014,DEMO_H
LBXVNB,Blood Nitrobenzene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Nitrobenzene (ng/mL),LBXVNB: Blood Nitrobenzene (ng/mL),2013-2014,DEMO_H
LBXVOX,Blood o-Xylene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood o-Xylene (ng/mL),LBXVOX: Blood o-Xylene (ng/mL),2013-2014,DEMO_H
LBXVTC,Blood Trichloroethene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Trichloroethene (ng/mL),LBXVTC: Blood Trichloroethene (ng/mL),2013-2014,DEMO_H
LBXVTE,"Blood 1,1,1-Trichloroethane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,1,1-Trichloroethane (ng/mL)","LBXVTE: Blood 1,1,1-Trichloroethane (ng/mL)",2013-2014,DEMO_H
LBXVTFT,Blood aaa - Trifluorotoluene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood aaa-Trifluorotoluene (ng/mL),LBXVTFT: Blood aaa-Trifluorotoluene (ng/mL),2013-2014,DEMO_H
LBXVTHF,Blood Tetrahydrofuran (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Tetrahydrofuran (ng/mL),LBXVTHF: Blood Tetrahydrofuran (ng/mL),2013-2014,DEMO_H
LBXVTO,Blood Toluene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Toluene (ng/mL),LBXVTO: Blood Toluene (ng/mL),2013-2014,DEMO_H
LBXVTO,Blood Toluene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Toluene (ng/mL),LBXVTO: Blood Toluene (ng/mL),2013-2014,DEMO_H
LBXVTP,"Blood 1,2,3-Trichloropropane (ng/mL)",VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,"Blood 1,2,3-Trichloropropane (ng/mL)","LBXVTP: Blood 1,2,3-Trichloropropane (ng/mL)",2013-2014,DEMO_H
LBXVVB,Blood Vinyl Bromide (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood Vinyl Bromide (ng/mL),LBXVVB: Blood Vinyl Bromide (ng/mL),2013-2014,DEMO_H
LBXVXY,Blood m-/p-Xylene (ng/mL),VOCWBS_H,Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample,2013,2014,Laboratory,None,Blood m-/p-Xylene (ng/mL),LBXVXY: Blood m-/p-Xylene (ng/mL),2013-2014,DEMO_H
URXP01,1-Hydroxynaphthalene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,1-Hydroxynaphthalene (ng/L),URXP01: 1-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP01,1-Hydroxynaphthalene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,1-Hydroxynaphthalene (ng/L),URXP01: 1-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP02,2-Hydroxynaphthalene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,2-Hydroxynaphthalene (ng/L),URXP02: 2-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP02,2-Hydroxynaphthalene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,2-Hydroxynaphthalene (ng/L),URXP02: 2-Hydroxynaphthalene (ng/L),2013-2014,DEMO_H
URXP03,3-Hydroxyfluorene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,3-Hydroxyfluorene (ng/L),URXP03: 3-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
URXP03,3-Hydroxyfluorene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,3-Hydroxyfluorene (ng/L),URXP03: 3-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
URXP04,2-Hydroxyfluorene (ng/L),PAHS_H,Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample,2013,2014,Laboratory,None,2-Hydroxyfluorene (ng/L),URXP04: 2-Hydroxyfluorene (ng/L),2013-2014,DEMO_H
